"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Choreographed Sparks","R","R","65432","5.85","8023","9.02","4951","9.8%","45.7%","839","40.4%","1366","46.6%","2205","44.3%","2682","46.6%","-2.3pp"
"Duel Tactics","R","U","140846","6.42","20016","9.13","46565","36.3%","54.5%","7934","52.8%","12233","55.8%","20167","54.7%","26162","54.2%","0.4pp"
"Emeritus of Conflict","R","M","11014","2.22","4635","2.32","25400","86.5%","53.7%","4555","54.0%","7208","55.1%","11763","54.6%","13310","52.8%","1.9pp"
"Expressive Firedancer","R","C","319153","6.13","53522","8.44","210493","61.6%","54.7%","37732","56.2%","56436","54.7%","94168","55.3%","114566","54.3%","1.0pp"
"Flashback","R","R","45384","4.03","9043","5.29","37932","66.4%","53.2%","6387","48.5%","11311","57.4%","17698","54.2%","19404","51.9%","2.3pp"
"Garrison Excavator","R","U","98327","4.31","23653","5.28","119751","78.3%","56.5%","20413","55.7%","34035","57.4%","54448","56.7%","65375","56.3%","0.4pp"
"Goblin Glasswright","R","C","293482","5.34","50388","7.47","226137","71.8%","53.0%","41042","53.6%","62919","54.1%","103961","53.9%","119919","52.2%","1.6pp"
"Heated Argument","R","C","295677","5.37","52803","7.47","246254","73.4%","54.1%","41071","51.8%","71792","57.5%","112863","55.5%","129449","52.8%","2.7pp"
"Impractical Joke","R","U","67522","2.90","26985","3.31","161664","93.2%","56.1%","28718","56.9%","46708","59.5%","75426","58.5%","83404","53.7%","4.8pp"
"Improvisation Capstone","R","M","8786","1.77","6061","1.75","35250","89.1%","57.2%","5965","60.8%","10546","63.4%","16511","62.5%","17266","51.1%","11.3pp"
"Living History","R","U","124395","5.50","24737","7.03","109368","68.5%","57.0%","19547","56.8%","29366","56.1%","48913","56.3%","60284","57.5%","-1.2pp"
"Maelstrom Artisan","R","R","54044","4.86","7423","7.08","17106","36.6%","51.1%","2977","49.7%","4510","52.2%","7487","51.2%","9521","51.1%","0.1pp"
"Magmablood Archaic","R","R","24305","2.38","10695","2.46","58245","86.6%","54.3%","9988","54.1%","17380","58.1%","27368","56.7%","30261","51.9%","4.8pp"
"Mica, Reader of Ruins","R","U","139580","6.32","18844","9.18","34261","29.0%","52.4%","5768","50.6%","9976","54.4%","15744","53.0%","18162","51.7%","1.3pp"
"Molten-Core Maestro","R","R","19424","1.90","11389","1.91","68099","93.0%","56.1%","12306","60.8%","19724","59.0%","32030","59.7%","35253","52.8%","6.9pp"
"Pigment Wrangler","R","U","106965","4.53","17452","6.20","73656","68.6%","51.3%","12263","48.3%","21461","52.6%","33724","51.0%","39112","51.4%","-0.4pp"
"Rearing Embermare","R","C","361546","8.12","43408","11.70","25581","9.4%","50.2%","4223","47.7%","7170","50.9%","11393","49.7%","14138","50.5%","-0.8pp"
"Rubble Rouser","R","C","272812","5.07","63071","6.40","327238","80.4%","56.5%","58086","58.4%","92058","57.5%","150144","57.8%","175483","55.4%","2.4pp"
"Seize the Spoils","R","C","328939","6.34","52257","8.95","172290","52.0%","53.5%","30733","52.8%","50498","56.3%","81231","54.9%","88730","52.0%","3.0pp"
"Steal the Show","R","R","50503","4.54","8449","6.21","29085","54.6%","53.1%","4968","49.9%","8877","57.1%","13845","54.5%","14622","51.5%","3.0pp"
"Strife Scholar","R","C","349610","7.28","43000","10.64","66624","24.6%","51.3%","11645","49.5%","18043","51.8%","29688","50.9%","36596","51.7%","-0.8pp"
"Tablet of Discovery","R","U","99823","4.30","24188","5.33","112858","73.9%","54.6%","19913","54.8%","33620","57.8%","53533","56.7%","57131","52.5%","4.2pp"
"Tackle Artist","R","C","327327","6.49","44115","9.49","130548","47.1%","52.2%","21919","51.0%","37538","53.7%","59457","52.7%","69856","51.7%","1.0pp"
"Thunderdrum Soloist","R","U","105865","4.50","19274","6.08","92652","76.0%","53.7%","16598","54.1%","26185","56.0%","42783","55.3%","48569","52.2%","3.0pp"
"Tome Blast","R","C","233351","4.15","62227","5.21","360912","89.9%","55.9%","63445","54.9%","102547","58.8%","165992","57.3%","189781","54.4%","3.0pp"
"Unsubtle Mockery","R","C","205145","3.66","59669","4.53","355394","92.9%","55.5%","61923","55.6%","102822","58.6%","164745","57.5%","183868","53.6%","3.9pp"
"Zealous Lorecaster","R","C","337876","6.55","54555","9.23","184620","53.1%","53.8%","30272","49.2%","57072","57.5%","87344","54.6%","94402","52.6%","2.1pp"
"Aberrant Manawurm","G","U","134468","6.08","15044","9.18","34584","37.1%","50.3%","5854","48.6%","9443","52.4%","15297","50.9%","18927","49.8%","1.2pp"
"Additive Evolution","G","U","84536","3.64","19641","4.46","101589","81.7%","54.6%","16767","55.4%","27636","58.5%","44403","57.3%","55754","52.2%","5.2pp"
"Ambitious Augmenter","G","R","22098","2.16","10004","2.18","54896","85.4%","55.8%","9883","63.3%","14399","58.5%","24282","60.4%","29912","52.0%","8.5pp"
"Burrog Barrage","G","C","299565","5.60","42743","7.82","182939","67.9%","53.9%","30753","52.2%","47811","57.2%","78564","55.2%","102657","52.7%","2.5pp"
"Chelonian Tackle","G","U","138735","6.33","15518","9.40","31979","32.9%","51.0%","5294","47.5%","8261","51.9%","13555","50.2%","18217","51.6%","-1.5pp"
"Comforting Counsel","G","R","48001","4.64","5826","6.83","12664","35.1%","49.0%","2229","44.1%","3015","46.1%","5244","45.2%","7386","51.7%","-6.5pp"
"Efflorescence","G","C","359068","8.16","34333","12.13","14527","6.7%","49.8%","2411","46.4%","3465","51.5%","5876","49.4%","8605","49.8%","-0.4pp"
"Emeritus of Abundance","G","M","7915","1.60","4827","1.60","26758","86.5%","55.3%","4703","55.7%","7509","61.5%","12212","59.3%","13907","51.5%","7.8pp"
"Emil, Vastlands Roamer","G","U","104327","4.48","15679","6.24","69728","71.9%","52.1%","12001","50.6%","19662","54.5%","31663","53.0%","37048","51.1%","1.9pp"
"Environmental Scientist","G","U","64943","2.77","24715","3.08","140561","87.9%","56.2%","25925","62.3%","37691","60.2%","63616","61.1%","74837","52.1%","9.0pp"
"Follow the Lumarets","G","C","348714","7.47","37761","10.91","59255","25.1%","52.2%","10578","50.4%","14644","52.7%","25222","51.7%","33819","52.5%","-0.8pp"
"Germination Practicum","G","M","7941","1.61","4683","1.58","25630","86.1%","54.3%","4358","56.0%","6949","60.0%","11307","58.4%","13807","50.5%","7.9pp"
"Glorious Decay","G","C","360422","8.21","35666","12.14","14262","6.4%","50.1%","2473","47.8%","3814","53.5%","6287","51.3%","7896","48.9%","2.4pp"
"Hungry Graffalon","G","C","355554","7.77","35516","11.60","32982","14.8%","50.2%","5524","48.3%","8904","52.3%","14428","50.7%","18182","49.7%","1.0pp"
"Infirmary Healer","G","U","120701","5.07","17601","7.11","78197","70.8%","53.3%","14011","51.6%","20269","55.0%","34280","53.6%","43152","53.1%","0.5pp"
"Lumaret's Favor","G","U","148717","7.23","16136","10.71","18681","18.4%","52.7%","3163","50.9%","4421","54.2%","7584","52.8%","11038","52.6%","0.3pp"
"Mindful Biomancer","G","C","328212","6.48","38836","9.42","132230","54.3%","53.1%","23704","52.6%","32632","53.9%","56336","53.4%","74813","52.8%","0.6pp"
"Noxious Newt","G","C","258126","4.59","40329","6.32","213210","84.0%","53.8%","38589","55.6%","55551","55.3%","94140","55.4%","116845","52.4%","3.0pp"
"Oracle's Restoration","G","C","353978","7.88","33860","11.80","28994","13.7%","50.4%","4927","48.3%","6932","50.2%","11859","49.4%","17073","51.0%","-1.6pp"
"Pestbrood Sloth","G","U","86825","3.63","21072","4.49","115197","85.7%","55.7%","19981","58.5%","31085","59.0%","51066","58.8%","62683","53.0%","5.9pp"
"Planar Engineering","G","R","47124","4.30","7940","5.72","25191","50.6%","52.5%","4358","54.5%","7091","56.8%","11449","55.9%","13521","49.6%","6.3pp"
"Shopkeeper's Bane","G","C","328140","6.64","35368","9.87","105358","47.5%","53.0%","18434","52.8%","25786","53.3%","44220","53.1%","60185","53.0%","0.1pp"
"Slumbering Trudge","G","R","23097","2.22","10060","2.27","55517","85.8%","55.6%","9903","61.6%","15344","57.4%","25247","59.1%","29058","52.3%","6.8pp"
"Snarl Song","G","U","86536","4.02","31216","4.23","164847","81.5%","56.6%","27821","56.8%","51037","64.4%","78858","61.7%","80092","50.5%","11.2pp"
"Studious First-Year","G","C","214313","3.81","46838","4.85","251680","85.5%","54.0%","46349","59.4%","66705","55.1%","113054","56.9%","135906","51.6%","5.3pp"
"Tenured Concocter","G","C","344971","7.24","37257","10.69","80917","34.7%","52.1%","13335","49.7%","20931","53.7%","34266","52.2%","45782","51.8%","0.4pp"
"Thornfist Striker","G","U","113902","4.93","17056","6.69","75265","69.7%","54.4%","13086","56.0%","18773","56.0%","31859","56.0%","42661","53.1%","2.9pp"
"Topiary Lecturer","G","U","103863","4.42","15678","6.07","68268","70.2%","52.2%","12216","54.2%","18115","54.8%","30331","54.5%","37178","50.4%","4.2pp"
"Vastlands Scavenger","G","R","23000","2.26","8535","2.34","45193","83.7%","54.4%","7994","55.8%","12079","57.9%","20073","57.1%","24513","52.2%","4.9pp"
"Wild Hypothesis","G","C","341134","7.09","35639","10.64","68714","30.9%","51.1%","11777","48.2%","19323","54.7%","31100","52.2%","36053","49.6%","2.7pp"
"Wildgrowth Archaic","G","R","18985","1.89","9227","1.93","51230","88.2%","53.6%","9179","56.6%","14092","56.3%","23271","56.4%","27068","51.0%","5.4pp"
"Zimone's Experiment","G","U","135251","6.09","16705","8.93","35897","34.6%","50.9%","6082","49.4%","10247","54.0%","16329","52.3%","19182","49.7%","2.6pp"
"Abigale, Poet Laureate","WB","U","90114","4.01","16805","5.09","83434","77.2%","55.5%","14509","54.6%","21008","54.6%","35517","54.6%","47586","56.1%","-1.6pp"
"Abstract Paintmage","UR","U","121270","5.56","16418","7.88","48652","48.1%","50.0%","8409","49.6%","14111","50.6%","22520","50.2%","25373","49.8%","0.4pp"
"Applied Geometry","UG","R","23992","2.36","11018","2.44","59226","85.4%","54.0%","10007","55.2%","17345","59.5%","27352","57.9%","30254","50.1%","7.8pp"
"Ark of Hunger","WR","R","19555","2.00","13281","1.94","79431","90.2%","58.2%","13919","62.3%","23057","63.6%","36976","63.1%","41445","53.7%","9.4pp"
"Aziza, Mage Tower Captain","WR","R","40802","3.82","9228","4.61","38744","67.0%","53.7%","6586","54.1%","10541","52.6%","17127","53.2%","21567","54.2%","-1.1pp"
"Berta, Wise Extrapolator","UG","R","23687","2.32","9056","2.44","47736","85.1%","52.6%","8151","53.2%","14045","56.5%","22196","55.3%","24682","49.9%","5.4pp"
"Blech, Loafing Pest","BG","R","25087","2.52","8211","2.55","40814","78.0%","55.2%","7185","59.9%","10213","58.6%","17398","59.1%","22904","52.1%","7.1pp"
"Bogwater Lumaret","BG","C","247426","4.74","36756","6.37","179401","77.5%","54.2%","31294","55.7%","43279","54.6%","74573","55.1%","102502","53.4%","1.7pp"
"Borrowed Knowledge","WR","U","155563","7.91","18119","11.58","3559","3.1%","47.4%","576","45.8%","992","46.3%","1568","46.1%","1990","48.4%","-2.3pp"
"Cauldron of Essence","BG","R","26272","2.60","8046","2.76","37618","75.3%","53.2%","6593","51.4%","9342","57.4%","15935","54.9%","21342","51.7%","3.2pp"
"Colorstorm Stallion","UR","R","20381","2.03","11723","2.03","67245","88.2%","56.6%","11491","61.9%","20757","62.9%","32248","62.5%","33062","50.4%","12.1pp"
"Colossus of the Blood Age","WR","U","89433","3.81","27775","4.51","149205","83.1%","56.8%","24901","55.5%","43963","60.2%","68864","58.5%","79627","55.1%","3.4pp"
"Conciliator's Duelist","WB","R","27921","2.83","10012","2.90","51466","78.4%","57.6%","8696","58.9%","13652","60.2%","22348","59.7%","28592","55.7%","4.0pp"
"Cuboid Colony","UG","U","104706","4.52","18135","6.02","83751","73.4%","53.6%","14625","55.8%","23405","56.5%","38030","56.2%","44490","51.3%","5.0pp"
"Dina's Guidance","BG","R","60849","5.52","6767","8.72","3252","7.6%","47.4%","521","43.6%","821","46.5%","1342","45.4%","1902","48.7%","-3.3pp"
"Elemental Mascot","UR","C","319882","6.35","45495","9.02","159926","55.8%","52.8%","27417","52.7%","47011","55.6%","74428","54.6%","82483","51.0%","3.5pp"
"Embrace the Paradox","UG","C","320436","6.17","50799","8.59","194970","60.9%","53.7%","32493","52.0%","57082","58.8%","89575","56.3%","101935","51.1%","5.2pp"
"Essenceknit Scholar","BG","U","82813","3.56","17376","4.40","89368","80.8%","55.4%","15690","58.6%","22276","57.6%","37966","58.0%","50165","53.2%","4.8pp"
"Fix What's Broken","WB","R","54445","5.24","6668","7.85","7696","18.2%","49.5%","1219","43.0%","1934","48.6%","3153","46.4%","4495","51.5%","-5.1pp"
"Fractal Mascot","UG","C","337256","6.78","42960","9.86","118187","43.8%","52.4%","19343","49.5%","34851","56.7%","54194","54.1%","62179","50.5%","3.6pp"
"Fractal Tender","UG","U","108725","4.70","16953","6.50","68669","65.8%","51.6%","11421","50.9%","19723","54.6%","31144","53.3%","36222","49.9%","3.4pp"
"Geometer's Arthropod","UG","R","51327","4.76","8211","6.50","20818","39.8%","53.3%","3686","54.6%","5645","55.0%","9331","54.8%","11175","52.0%","2.8pp"
"Grapple with Death","BG","C","225681","4.04","41265","5.41","220286","84.3%","54.4%","37346","53.2%","58318","58.5%","95664","56.4%","122012","52.6%","3.8pp"
"Growth Curve","UG","U","144689","7.24","14908","10.99","10932","11.8%","48.2%","1837","46.2%","2904","48.7%","4741","47.8%","6099","48.5%","-0.7pp"
"Hardened Academic","WR","R","26507","2.64","11338","2.67","61792","83.1%","57.8%","10766","61.7%","17287","60.0%","28053","60.6%","33815","55.5%","5.2pp"
"Imperious Inkmage","WB","C","323300","6.57","48367","8.89","195207","61.8%","57.4%","33674","58.2%","48799","56.6%","82473","57.2%","111970","57.4%","-0.2pp"
"Inkling Mascot","WB","C","307692","6.13","49613","8.07","227835","70.5%","57.0%","40058","57.5%","54405","55.0%","94463","56.1%","132579","57.6%","-1.6pp"
"Killian's Confidence","WB","U","97844","4.36","19394","5.43","94791","75.7%","56.6%","16065","56.0%","22828","56.9%","38893","56.5%","55427","56.6%","-0.1pp"
"Kirol, History Buff","WR","U","104203","4.57","21938","5.78","109922","77.9%","56.2%","19302","56.3%","29695","55.2%","48997","55.7%","61054","56.7%","-1.0pp"
"Lluwen, Exchange Student","BG","U","89490","3.89","15658","5.06","76319","77.0%","54.1%","12817","53.6%","19173","57.4%","31990","55.9%","43365","52.7%","3.2pp"
"Lorehold Charm","WR","U","129840","5.87","19572","8.24","58432","46.9%","54.2%","9810","51.3%","15333","54.9%","25143","53.5%","33279","54.6%","-1.1pp"
"Lorehold, the Historian","WR","M","7630","1.56","5270","1.54","30015","89.2%","55.2%","5038","55.6%","8868","59.2%","13906","57.9%","15847","52.5%","5.4pp"
"Mind into Matter","UG","R","26220","2.57","10683","2.66","56435","83.8%","54.3%","9709","54.0%","16296","60.2%","26005","57.9%","28372","50.2%","7.6pp"
"Mind Roots","BG","U","116871","5.11","16351","7.17","56972","56.0%","52.4%","9855","52.4%","14621","53.5%","24476","53.1%","32061","51.7%","1.4pp"
"Molten Note","WR","U","91356","3.91","28508","4.57","158064","84.8%","57.3%","26875","56.9%","45205","60.8%","72080","59.4%","84480","55.3%","4.0pp"
"Moment of Reckoning","WB","R","24402","2.47","11803","2.42","63247","80.6%","58.3%","10539","58.9%","17828","65.9%","28367","63.3%","33627","53.4%","9.9pp"
"Nita, Forum Conciliator","WB","R","47245","4.39","7467","5.91","21540","45.9%","52.8%","3740","50.3%","5415","52.2%","9155","51.4%","12274","53.7%","-2.3pp"
"Old-Growth Educator","BG","U","107842","4.71","14746","6.58","65699","70.8%","53.6%","10989","52.9%","16536","54.5%","27525","53.9%","37620","53.3%","0.5pp"
"Paradox Surveyor","UG","U","101422","4.33","22767","5.43","111812","76.8%","55.2%","19461","57.3%","32334","59.3%","51795","58.5%","57920","52.1%","6.5pp"
"Pest Mascot","BG","C","268564","5.20","33905","7.35","155447","73.2%","53.5%","26523","53.3%","38511","53.2%","65034","53.2%","88934","53.6%","-0.4pp"
"Practiced Scrollsmith","WR","U","85058","3.67","27695","4.22","154045","85.3%","57.4%","26379","56.0%","44410","60.8%","70789","59.0%","82560","55.9%","3.1pp"
"Prismari Charm","UR","U","108842","4.53","22403","5.93","110465","78.1%","54.4%","19183","54.0%","33600","58.2%","52783","56.7%","54445","51.7%","4.9pp"
"Prismari, the Inspiration","UR","M","11365","2.31","4092","2.42","20949","82.4%","51.7%","3422","48.5%","6638","57.1%","10060","54.2%","10394","48.7%","5.5pp"
"Proctor's Gaze","UG","U","97501","4.09","24365","5.10","125518","81.2%","54.8%","21384","54.5%","36976","59.8%","58360","57.8%","64527","51.7%","6.1pp"
"Professor Dellian Fel","BG","M","6850","1.36","4839","1.34","27490","87.2%","56.5%","4712","60.6%","7517","64.0%","12229","62.7%","14769","51.0%","11.7pp"
"Pterafractyl","UG","C","316337","6.15","41047","8.96","143620","56.1%","52.3%","24226","49.0%","41744","56.3%","65970","53.6%","73256","50.4%","3.2pp"
"Pursue the Past","WR","C","298452","5.82","64672","7.32","294399","70.1%","57.4%","50996","58.3%","80154","59.6%","131150","59.1%","162140","56.0%","3.1pp"
"Quandrix Charm","UG","U","118000","5.05","20578","6.82","87703","67.3%","54.4%","15007","55.0%","24908","59.1%","39915","57.6%","46382","51.4%","6.2pp"
"Quandrix, the Proof","UG","M","7335","1.50","5054","1.48","28862","89.4%","55.7%","4757","58.1%","8934","62.9%","13691","61.2%","14358","49.6%","11.6pp"
"Rapturous Moment","UR","U","128684","5.76","19940","8.08","58177","47.1%","51.7%","9831","49.1%","17363","55.7%","27194","53.3%","29144","49.4%","3.9pp"
"Render Speechless","WB","C","324183","6.65","54935","8.72","193469","54.2%","57.2%","32279","56.2%","49747","58.2%","82026","57.4%","109638","56.9%","0.5pp"
"Resonating Lute","UR","R","28541","2.79","11030","2.90","52191","76.5%","53.0%","8923","54.2%","16182","57.2%","25105","56.1%","25476","49.4%","6.7pp"
