Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IIH
Wartime Protestors,R,R,15653,2.22,7399,2.33,57052,88.40%,56.40%,9766,59.80%,14376,58.60%,24142,59.10%,32963,54.20%,4.9pp
Yuyan Archers,R,C,316205,6.05,56850,7.92,273001,71.80%,56.70%,49919,57.80%,66792,55.80%,116711,56.70%,155966,56.70%,-0.0pp
"Zhao, the Moon Slayer",R,R,49251,4.89,7478,6.94,23163,47.60%,53.60%,4244,53.30%,5455,51.00%,9699,52.00%,13466,54.70%,-2.7pp
"Zuko, Exiled Prince",R,U,90881,4.64,14297,6.15,66378,71.00%,53.60%,11306,52.10%,16473,53.60%,27779,53.00%,38637,54.00%,-1.1pp
Allies at Last,G,U,69615,3.57,20308,4.22,122453,86.70%,56.80%,20469,56.90%,30318,60.40%,50787,59.00%,71611,55.10%,3.8pp
Avatar Destiny,G,R,45961,5,5652,7.35,9685,25.50%,50.00%,1632,45.50%,2272,47.50%,3904,46.70%,5781,52.30%,-5.6pp
Badgermole,G,C,312427,6.06,48448,8.32,214193,66.60%,55.90%,35824,55.10%,53002,57.90%,88826,56.70%,124435,55.30%,1.5pp
Badgermole Cub,G,M,7256,1.77,3880,1.86,31206,85.10%,57.30%,5723,66.10%,7628,60.30%,13351,62.80%,17671,53.10%,9.7pp
"The Boulder, Ready to Rumble",G,U,85858,4.39,16237,5.65,83244,77.10%,55.40%,14011,56.40%,20677,56.10%,34688,56.20%,48482,54.60%,1.6pp
"Bumi, King of Three Trials",G,U,88768,4.49,15696,5.85,68690,66.80%,53.50%,11473,50.00%,18074,56.50%,29547,54.00%,38344,52.80%,1.2pp
Cycle of Renewal,G,C,323198,6.43,39056,9.25,113205,45.10%,51.40%,20119,49.90%,28480,51.20%,48599,50.60%,63664,52.00%,-1.4pp
Diligent Zookeeper,G,R,28826,3.48,7411,4.09,38484,70.00%,55.10%,6481,56.50%,9656,56.30%,16137,56.40%,22257,54.20%,2.2pp
The Earth King,G,R,12222,1.76,7489,1.81,64276,91.90%,58.10%,11238,66.40%,15965,62.70%,27203,64.30%,36121,53.30%,11.0pp
Earth Kingdom General,G,U,79146,3.99,16591,5.03,92768,83.60%,55.50%,15924,54.30%,22464,57.80%,38388,56.30%,53734,54.90%,1.5pp
Earth Rumble,G,U,94076,4.71,16337,6.17,77418,72.00%,54.40%,12853,50.90%,18978,56.10%,31831,54.00%,45561,54.60%,-0.6pp
Earthbender Ascension,G,R,14659,2.07,7591,2.18,61386,90.30%,57.50%,11183,67.00%,15337,59.20%,26520,62.50%,34830,53.70%,8.8pp
Earthbending Lesson,G,C,347331,7.18,42191,10.31,101709,37.00%,52.70%,17065,49.20%,25781,53.50%,42846,51.80%,57854,53.30%,-1.5pp
Earthen Ally,G,R,47305,4.87,7851,6.66,24407,45.70%,54.30%,4411,56.60%,5785,53.40%,10196,54.80%,14116,53.90%,0.8pp
Elemental Teachings,G,R,64033,6.43,7862,9.8,1159,2.20%,44.30%,200,,289,,489,,658,45.30%,
"Flopsie, Bumi's Buddy",G,U,83738,4.31,15842,5.5,81799,77.80%,54.80%,13276,53.00%,20087,56.50%,33363,55.10%,48111,54.50%,0.7pp
Foggy Swamp Vinebender,G,C,351535,7.29,38411,10.75,72573,28.80%,53.50%,12122,51.60%,17588,53.00%,29710,52.40%,42722,54.10%,-1.7pp
Great Divide Guide,G,R,15825,2.17,7399,2.32,58224,88.20%,57.40%,10897,66.50%,14117,58.90%,25014,62.20%,32901,53.70%,8.6pp
"Haru, Hidden Talent",G,U,80408,4.16,13687,5.34,65965,72.50%,54.00%,11968,54.40%,15276,52.20%,27244,53.20%,38410,54.60%,-1.4pp
Invasion Tactics,G,U,117670,6.05,14032,8.79,34174,37.20%,53.60%,5586,49.10%,8017,52.10%,13603,50.80%,20578,55.40%,-4.6pp
Kyoshi Island Plaza,G,U,123562,6.77,16464,9.45,18212,17.10%,47.50%,3145,47.90%,4905,51.80%,8050,50.30%,9038,43.70%,6.6pp
Leaves from the Vine,G,U,124764,6.48,15371,9.27,25986,25.90%,52.70%,4438,52.20%,6160,52.50%,10598,52.40%,15202,52.80%,-0.5pp
The Legend of Kyoshi,G,M,7513,1.88,3866,1.97,31511,88.80%,56.10%,5298,58.10%,8005,60.70%,13303,59.70%,17931,53.20%,6.4pp
Origin of Metalbending,G,C,330564,6.43,41687,9.34,143379,52.40%,55.00%,24183,53.80%,35190,57.20%,59373,55.80%,82740,54.30%,1.5pp
Ostrich-Horse,G,C,325662,6.44,56513,8.49,233118,61.80%,56.50%,41565,57.10%,56461,56.80%,98026,56.90%,134320,56.20%,0.8pp
Pillar Launch,G,C,365463,7.91,44674,11.25,69234,23.40%,56.20%,11466,54.70%,15904,56.70%,27370,55.90%,41886,56.40%,-0.5pp
Raucous Audience,G,C,272470,5.19,47427,6.85,247042,78.50%,55.90%,44970,59.30%,58057,54.30%,103027,56.50%,143530,55.50%,0.9pp
Rebellious Captives,G,C,314517,5.91,48548,8.12,234432,73.20%,55.70%,42439,54.80%,54876,55.40%,97315,55.10%,136264,56.00%,-0.9pp
Rockalanche,G,U,112606,5.96,15656,8.1,46875,45.40%,54.80%,8140,51.80%,10931,57.00%,19071,54.80%,27424,54.80%,-0.0pp
Rocky Rebuke,G,C,264618,4.9,47145,6.49,249674,80.10%,55.80%,41604,54.70%,60821,57.80%,102425,56.50%,147117,55.20%,1.3pp
Saber-Tooth Moose-Lion,G,C,338914,6.69,40297,9.76,120539,45.90%,53.70%,21480,51.00%,29953,54.70%,51433,53.20%,69075,53.90%,-0.8pp
Seismic Sense,G,U,107471,5.27,18707,7.04,86330,69.80%,55.10%,15373,53.30%,21789,57.30%,37162,55.60%,48236,54.60%,1.1pp
Shared Roots,G,U,86532,4.32,16816,5.46,85889,78.40%,53.60%,15738,57.00%,21149,52.30%,36887,54.30%,48348,53.00%,1.3pp
Sparring Dummy,G,U,126042,6.53,18379,8.88,49257,41.10%,53.00%,9017,53.20%,12069,51.80%,21086,52.40%,28045,53.60%,-1.2pp
"Toph, the Blind Bandit",G,U,65977,3.44,18297,4.09,111109,87.80%,56.40%,19636,58.20%,26754,58.10%,46390,58.20%,63955,55.00%,3.2pp
True Ancestry,G,U,92508,4.56,19387,5.79,99185,77.80%,54.60%,16840,51.50%,25463,57.20%,42303,54.90%,55904,54.10%,0.8pp
Turtle-Duck,G,C,359978,7.87,39590,11.43,51684,20.00%,53.30%,9206,53.20%,12260,53.40%,21466,53.30%,30153,53.30%,0.0pp
Unlucky Cabbage Merchant,G,U,89007,4.39,17482,5.63,90353,78.40%,54.20%,16571,54.00%,26987,53.90%,43558,53.90%,50766,54.20%,-0.3pp
Walltop Sentries,G,C,298837,5.55,42361,7.86,204846,73.80%,54.90%,36043,54.30%,50946,55.70%,86989,55.10%,117001,54.70%,0.4pp
"Aang, at the Crossroads",WUG,R,16148,2.28,7842,2.36,58376,85.30%,56.50%,9977,61.10%,15684,62.20%,25661,61.80%,32249,52.10%,9.7pp
"Aang, Swift Savior",WU,R,12344,1.81,8020,1.83,67571,89.60%,58.90%,11931,63.50%,18767,65.70%,30698,64.80%,36553,53.70%,11.2pp
Abandon Attachments,UR,C,283243,5.06,52654,6.92,266034,76.70%,54.80%,48156,54.00%,72095,56.10%,120251,55.30%,143550,54.40%,0.9pp
Air Nomad Legacy,WU,U,99010,5.4,17318,6.99,53810,46.50%,54.20%,9299,55.00%,14039,54.50%,23338,54.70%,30403,53.80%,0.9pp
Avatar Aang,WURG,M,14188,3.05,4004,3.45,19168,64.10%,51.70%,3108,50.80%,5387,55.60%,8495,53.90%,10563,49.80%,4.1pp
"Azula, Cunning Usurper",UB,R,18139,2.53,8642,2.66,65441,85.70%,57.20%,10892,60.80%,18792,64.10%,29684,62.90%,33647,51.70%,11.2pp
Beifong's Bounty Hunters,BG,R,22007,2.97,8198,3.21,53792,79.60%,56.00%,9046,60.50%,14120,59.60%,23166,60.00%,30658,52.90%,7.1pp
Bitter Work,RG,U,105865,5.72,14583,7.82,44448,46.40%,52.90%,7655,50.40%,10815,53.60%,18470,52.20%,25991,53.30%,-1.1pp
"Bumi, Unleashed",RG,M,7640,1.91,4021,1.95,33525,87.30%,57.30%,5628,62.60%,8846,63.70%,14474,63.30%,18705,52.40%,10.8pp
Cat-Owl,WU,C,333718,6.36,42290,9.46,103081,37.10%,53.70%,17402,51.70%,27405,54.20%,44807,53.20%,58399,54.00%,-0.8pp
Cruel Administrator,BR,U,108833,5.87,13714,8.23,36523,41.30%,51.50%,6034,50.30%,9169,51.90%,15203,51.30%,21478,51.60%,-0.3pp
Dai Li Agents,BG,U,98146,5.32,17939,6.82,70825,59.10%,55.50%,11653,55.70%,18056,59.20%,29709,57.90%,40870,53.70%,4.1pp
Dragonfly Swarm,UR,U,86306,4.58,22580,5.41,115348,74.10%,56.20%,19509,54.50%,34310,59.80%,53819,57.90%,61163,54.60%,3.2pp
Earth Kingdom Soldier,WG,C,341166,6.52,45968,9.41,132991,43.40%,55.90%,21995,54.50%,32361,56.20%,54356,55.50%,78549,56.10%,-0.5pp
Earth King's Lieutenant,WG,R,21218,2.74,6742,3.06,45234,78.20%,56.90%,7843,61.40%,10515,58.50%,18358,59.80%,26442,54.70%,5.1pp
Earth Rumble Wrestlers,RG,C,361900,7.79,40516,11.32,43728,16.50%,53.90%,7345,52.20%,10753,53.90%,18098,53.20%,25585,54.30%,-1.1pp
Earth Village Ruffians,BG,C,337792,6.57,43355,9.47,128592,45.10%,54.20%,22718,53.10%,31858,54.20%,54576,53.80%,73855,54.60%,-0.8pp
Fire Lord Azula,UBR,R,31927,3.79,6625,4.64,22786,48.70%,50.00%,3658,49.80%,6580,51.20%,10238,50.70%,12269,49.10%,1.5pp
Fire Lord Zuko,WBR,R,48022,5.09,6199,7.44,6010,14.60%,46.00%,1063,46.80%,1483,45.90%,2546,46.30%,3413,45.40%,0.9pp
Foggy Swamp Spirit Keeper,UB,U,79144,4.35,24125,4.9,127812,75.10%,56.50%,22286,58.90%,39138,60.30%,61424,59.80%,66695,53.40%,6.4pp
Guru Pathik,UG,U,78547,3.96,21546,4.77,112096,76.70%,55.90%,19050,55.70%,32257,58.60%,51307,57.50%,60006,54.40%,3.1pp
"Hama, the Bloodbender",UB,U,85414,4.32,20142,5.35,101923,76.80%,53.90%,17484,49.80%,29343,57.10%,46827,54.40%,55004,53.40%,1.0pp
"Hei Bai, Spirit of Balance",WB,U,84313,4.24,15300,5.5,73941,74.00%,53.60%,12383,52.50%,19333,54.10%,31716,53.50%,42428,53.70%,-0.2pp
Hermitic Herbalist,UG,U,88719,4.69,19829,5.66,92124,69.30%,54.80%,16154,59.40%,24533,55.60%,40687,57.10%,51004,52.90%,4.2pp
"Iroh, Grand Lotus",URG,R,21603,2.93,8343,3.1,53830,78.10%,54.80%,8885,54.20%,15984,61.40%,24869,58.90%,28398,50.90%,7.9pp
"Iroh, Tea Master",WR,R,35727,3.98,8882,4.77,39677,61.50%,56.10%,6962,58.10%,9443,57.10%,16405,57.60%,23182,54.90%,2.7pp
"Jet, Freedom Fighter",WR,U,65826,3.4,19145,4.01,113728,85.60%,56.70%,18947,55.70%,27177,58.00%,46124,57.00%,66961,56.20%,0.8pp
"Katara, the Fearless",WUG,R,29298,3.53,6136,4.33,25775,60.00%,51.00%,4349,51.00%,6598,51.60%,10947,51.40%,14687,50.40%,1.0pp
"Katara, Water Tribe's Hope",WU,R,14346,2.08,8434,2.1,66368,87.60%,57.60%,11245,59.20%,18748,63.40%,29993,61.80%,36187,54.00%,7.9pp
The Lion-Turtle,UG,R,33615,3.87,7994,4.69,35641,61.70%,54.00%,6195,55.70%,10139,58.00%,16334,57.10%,19072,51.10%,6.0pp
"Long Feng, Grand Secretariat",BG,U,92340,4.62,13154,6.26,57007,67.80%,52.50%,9864,50.90%,14048,52.70%,23912,51.90%,33075,52.80%,-0.9pp
Messenger Hawk,UB,C,241558,4.36,66206,5.47,400275,90.30%,56.40%,70954,55.70%,112210,58.70%,183164,57.60%,216509,55.40%,2.2pp
"Ozai, the Phoenix King",BR,M,11202,2.72,3479,2.9,22139,71.20%,54.70%,3724,57.00%,5602,60.20%,9326,58.90%,11923,50.20%,8.7pp
Platypus-Bear,UG,C,361991,7.48,55180,10.35,105071,29.00%,53.50%,19148,52.30%,28300,53.10%,47448,52.80%,57375,54.20%,-1.4pp
Pretending Poxbearers,WB,C,273683,4.75,51875,6.51,290552,84.50%,55.90%,53304,56.10%,68878,54.70%,122182,55.30%,167751,56.30%,-1.0pp
"Professor Zei, Anthropologist",UR,U,98830,4.76,20382,6.19,98181,72.90%,54.70%,17551,54.80%,27647,56.20%,45198,55.60%,52855,53.80%,1.8pp
Sandbender Scavengers,WB,R,42970,4.75,7293,6.43,21799,43.90%,52.10%,3744,50.70%,5751,51.80%,9495,51.40%,12333,52.70%,-1.4pp
"Sokka, Bold Boomeranger",UR,R,36845,4.2,7558,5.36,30282,58.00%,53.00%,5228,53.60%,8615,54.70%,13843,54.30%,16391,51.70%,2.5pp
"Sokka, Lateral Strategist",WU,U,46813,2.62,21701,2.89,148713,95.40%,56.70%,26333,59.60%,39681,57.50%,66014,58.30%,82717,55.20%,3.1pp
"Sokka, Tenacious Tactician",WUR,R,23137,3,6526,3.37,34257,68.60%,52.80%,5736,53.70%,9488,55.40%,15224,54.70%,18975,50.90%,3.8pp
"Suki, Kyoshi Warrior",WG,U,58913,3.09,14954,3.7,89444,88.60%,55.20%,15219,55.40%,21604,55.00%,36823,55.20%,52523,55.00%,0.2pp
Sun Warriors,WR,U,90650,4.77,16007,6.12,68625,64.30%,54.40%,11303,53.70%,16391,53.60%,27694,53.70%,40947,54.70%,-1.0pp
Tolls of War,WB,U,95764,5.22,20064,6.27,80362,58.80%,55.90%,14024,58.10%,21429,59.10%,35453,58.70%,44907,53.70%,5.0pp
"Toph, Hardheaded Teacher",RG,R,19122,2.63,7671,2.78,53686,83.60%,55.40%,9205,56.60%,14124,59.40%,23329,58.30%,29986,52.90%,5.4pp
"Toph, the First Metalbender",WRG,R,25552,3.17,6949,3.57,36716,69.80%,54.00%,6209,56.70%,9401,56.40%,15610,56.50%,20880,51.80%,4.7pp
Uncle Iroh,RG,U,100655,5.02,14549,6.94,55674,59.30%,53.00%,9755,52.40%,13812,52.90%,23567,52.70%,31958,53.10%,-0.4pp
Vindictive Warden,BR,C,340424,6.84,41525,9.9,102993,37.80%,54.60%,17983,53.50%,25088,54.50%,43071,54.10%,59975,55.00%,-0.9pp
Wandering Musicians,WR,C,328986,6.12,48636,8.67,189905,58.60%,56.20%,32236,55.10%,45420,54.60%,77656,54.80%,112029,57.00%,-2.2pp
White Lotus Reinforcements,WG,U,69337,3.78,17023,4.46,93228,77.90%,56.40%,16182,57.30%,21942,57.20%,38124,57.30%,54601,55.50%,1.7pp
"Zhao, Ruthless Admiral",BR,U,117497,6.15,14309,8.91,30450,33.20%,51.70%,5147,50.40%,7733,51.60%,12880,51.10%,17670,52.00%,-0.9pp
"Zuko, Conflicted",BR,R,49081,5.21,6652,7.57,12266,27.90%,50.20%,2135,49.90%,2853,49.70%,4988,49.80%,7286,50.50%,-0.7pp
Barrels of Blasting Jelly,,C,337277,6.37,56640,8.78,210964,56.60%,54.50%,38734,53.30%,55214,55.60%,93948,54.70%,116867,54.40%,0.3pp
Bender's Waterskin,,C,356667,7.3,41821,10.63,72682,26.50%,53.30%,13195,53.40%,19406,53.70%,32601,53.60%,40045,53.10%,0.5pp
Fire Nation Warship,,U,118063,5.55,24763,7.27,105699,64.00%,56.80%,18388,57.60%,27772,57.70%,46160,57.70%,59770,56.10%,1.6pp
Kyoshi Battle Fan,,C,334338,6.18,63211,8.46,275019,65.40%,56.40%,50464,55.40%,67591,55.70%,118055,55.50%,156578,57.00%,-1.5pp
Meteor Sword,,U,130452,6.32,16966,9.27,37920,34.40%,52.80%,6383,46.90%,9975,54.50%,16358,51.50%,21505,53.70%,-2.2pp
Planetarium of Wan Shi Tong,,M,6656,1.69,4685,1.67,37106,93.50%,55.50%,6307,55.30%,9846,60.00%,16153,58.20%,20890,53.40%,4.7pp
Trusty Boomerang,,U,146258,8.32,16886,11.95,3371,3.00%,49.90%,563,42.10%,854,47.40%,1417,45.30%,1946,53.20%,-7.9pp
The Walls of Ba Sing Se,,M,27174,4.82,3046,7.52,1932,9.80%,44.70%,321,,480,,801,41.40%,1123,46.80%,-5.4pp
White Lotus Tile,,M,30463,5.27,3615,8.17,1239,5.20%,47.30%,205,,267,,472,,767,50.30%,
Abandoned Air Temple,,R,14626,1.98,8479,2.07,67463,91.10%,57.90%,11988,61.30%,16871,61.80%,28859,61.60%,38429,55.10%,6.5pp
Agna Qel'a,,R,34565,3.56,10657,4.23,65749,88.00%,55.60%,11781,56.10%,18294,57.80%,30075,57.10%,35464,54.30%,2.8pp
Airship Engine Room,,C,171388,6.01,31146,8.31,139336,67.90%,54.70%,25399,56.60%,37853,54.80%,63252,55.50%,75856,54.10%,1.5pp
Ba Sing Se,,R,22237,2.69,8500,2.97,58293,86.90%,56.80%,10510,59.20%,14376,59.60%,24886,59.40%,33042,54.80%,4.6pp
Boiling Rock Prison,,C,179509,6.63,26369,9.4,85652,50.10%,53.60%,15618,55.50%,21538,53.60%,37156,54.40%,48398,53.00%,1.4pp
Fire Nation Palace,,R,51670,5,6959,7.31,26434,57.70%,53.50%,4706,53.80%,6367,51.90%,11073,52.70%,15321,54.10%,-1.4pp
Foggy Bottom Swamp,,C,184521,6.99,27979,9.7,94909,51.60%,54.80%,17368,56.50%,23280,54.10%,40648,55.20%,54113,54.50%,0.6pp
Jasmine Dragon Tea Shop,,R,28862,3.11,7402,3.7,46223,88.90%,55.40%,8480,56.40%,11244,57.00%,19724,56.70%,26409,54.40%,2.4pp
Kyoshi Village,,C,169159,5.86,26444,8.24,122682,70.20%,55.00%,22923,56.70%,28378,53.30%,51301,54.80%,71239,55.20%,-0.3pp
Meditation Pools,,C,170828,6.02,30262,8.27,132834,67.00%,54.60%,24337,56.10%,34721,54.40%,59058,55.10%,73476,54.30%,0.8pp
Misty Palms Oasis,,C,181709,6.68,28520,9.31,96898,51.40%,54.90%,17826,56.80%,24554,55.10%,42380,55.80%,54464,54.10%,1.7pp
North Pole Gates,,C,165758,5.59,30192,7.79,148963,74.40%,55.70%,27225,57.80%,37881,54.80%,65106,56.10%,83683,55.40%,0.7pp
Omashu City,,C,173283,6.21,27707,8.58,120652,66.10%,54.60%,22202,56.30%,29940,54.10%,52142,55.00%,68235,54.30%,0.7pp
Realm of Koh,,R,33951,3.6,8677,4.35,50042,82.30%,55.90%,8800,56.70%,13268,58.30%,22068,57.70%,27859,54.50%,3.2pp
Rumble Arena,,C,329422,5.92,49421,8.5,247210,75.50%,55.60%,44860,55.90%,62450,56.90%,107310,56.40%,139472,54.90%,1.5pp
Secret Tunnel,,R,28266,3.23,9765,3.62,62837,87.10%,56.50%,10362,56.30%,15483,58.80%,25845,57.80%,35293,54.90%,2.9pp
Serpent's Pass,,C,175219,6.29,32577,8.55,140653,65.50%,55.50%,25991,57.30%,38456,56.90%,64447,57.10%,76048,54.10%,3.0pp
Sun-Blessed Peak,,C,174704,6.13,27510,8.66,114646,63.00%,54.60%,20921,56.00%,26928,52.80%,47849,54.20%,66692,54.90%,-0.7pp
White Lotus Hideout,,U,134243,6.56,16622,9.62,46480,43.20%,51.80%,8326,52.00%,12427,53.20%,20753,52.70%,25634,51.00%,1.7pp
Brought Back,W,M,1546,4.66,182,,497,39.90%,,70,,121,,191,,306,,
Drannith Magistrate,W,M,1461,4.15,254,5.65,945,59.00%,52.30%,167,,225,,392,,553,53.30%,
Empty City Ruse,W,M,1901,5.63,200,9.29,99,7.70%,,14,,27,,41,,58,,
"Lita, Mechanical Engineer",W,M,784,2.84,258,3.03,1679,82.80%,57.00%,293,,461,,754,57.40%,929,56.40%,1.0pp
Release to Memory,W,M,1648,5.02,218,7.42,237,16.40%,,30,,60,,90,,147,,
Scout's Warning,W,M,1819,5.2,267,7.1,601,33.60%,55.20%,103,,140,,243,,358,,
Teferi's Protection,W,M,1292,4.24,178,,468,38.00%,,80,,113,,193,,274,,
Three Dreams,W,M,2252,6.73,242,10.14,4,0.20%,,0,,2,,2,,2,,
Agent of Treachery,U,M,849,2.75,352,2.94,2364,87.80%,57.20%,395,,692,63.40%,1087,60.80%,1266,53.90%,6.9pp
Bribery,U,M,660,2.61,258,2.86,1769,87.80%,53.30%,288,,480,,768,54.00%,994,52.70%,1.3pp
Clone,U,M,1205,3.57,249,4.2,1223,70.20%,52.50%,205,,352,,557,53.30%,662,51.50%,1.8pp
Clone Legion,U,M,1852,5.3,258,7.59,404,24.80%,,71,,114,,185,,219,,
Force of Negation,U,M,1268,4.1,202,5.11,536,39.60%,47.90%,101,,133,,234,,302,,
Imprisoned in the Moon,U,M,1788,5.09,214,7.67,556,40.00%,53.40%,80,,158,,238,,316,,
Intruder Alarm,U,M,2260,6.29,271,9.79,36,2.10%,,8,,7,,15,,21,,
Mystic Remora,U,M,1668,5.25,199,,82,6.20%,,14,,21,,35,,47,,
Prosperity,U,M,2192,6.4,238,9.69,30,1.90%,,7,,7,,14,,16,,
Sakashima of a Thousand Faces,U,M,1438,4.22,237,5.56,723,49.10%,49.20%,112,,206,,318,,404,,
Standstill,U,M,1434,4.63,214,6.27,709,47.40%,47.50%,119,,188,,307,,401,,
Training Grounds,U,M,1874,5.63,183,,57,4.80%,,7,,18,,25,,32,,
Visions of Beyond,U,M,1903,5.26,255,7.41,668,39.80%,56.00%,129,,195,,324,,346,,
Black Sun's Zenith,B,M,710,2.48,249,2.47,1648,81.10%,54.60%,295,,613,62.20%,908,60.70%,878,51.30%,9.4pp
Bloodchief Ascension,B,M,1554,4.87,179,,403,30.70%,,63,,94,,157,,246,,
Cruel Tutor,B,M,1742,5.39,186,,141,11.00%,,21,,46,,67,,74,,
Noxious Gearhulk,B,M,562,2.11,301,2.17,2597,93.30%,59.00%,424,,716,70.70%,1140,67.70%,1463,52.10%,15.6pp
Blasphemous Act,R,M,1071,3.45,325,3.85,1829,73.90%,56.60%,384,,479,,863,59.00%,962,54.60%,4.4pp
"Diaochan, Artful Beauty",R,M,1917,5.61,221,8.76,49,3.70%,,7,,17,,24,,26,,
Dockside Extortionist,R,M,1748,5.26,180,,174,14.70%,,28,,49,,77,,97,,
Fervor,R,M,1852,5.79,179,,96,7.90%,,11,,23,,34,,62,,
Humble Defector,R,M,2162,6.17,300,9.14,350,17.60%,,47,,97,,144,,207,,
Insurrection,R,M,1513,4.65,223,6.14,736,43.50%,53.80%,97,,179,,276,,461,,
Lightning Bolt,R,M,590,2.22,248,2.47,1771,87.20%,56.00%,339,,408,,747,57.60%,1020,54.70%,2.9pp
Mirrorwing Dragon,R,M,691,2.5,247,2.62,1623,81.00%,55.90%,253,,433,,686,57.70%,944,54.70%,3.1pp
Rending Volley,R,M,2218,6.2,246,9.41,229,13.60%,,41,,59,,100,,127,,
Searing Blood,R,M,1483,4.27,255,5.65,1131,66.60%,52.90%,169,,308,,477,,654,54.00%,
Shattering Spree,R,M,2254,6.72,259,10.17,16,1.00%,,1,,4,,5,,11,,
Volcanic Torrent,R,M,1386,4.46,358,4.93,1906,71.30%,58.40%,333,,514,65.20%,847,63.30%,1058,54.60%,8.7pp
Warstorm Surge,R,M,1295,4.36,176,,493,40.10%,,73,,142,,215,,283,,
Beastmaster Ascension,G,M,1221,4,177,,574,48.50%,49.10%,94,,120,,214,,360,,
Elemental Bond,G,M,1322,4.27,185,,532,41.20%,55.50%,101,,117,,218,,315,,
The Great Henge,G,M,515,2.05,217,2.12,1705,83.70%,56.10%,337,,422,,759,60.60%,945,52.40%,8.2pp
Heartbeat of Spring,G,M,2026,6.11,236,9.55,20,1.30%,,6,,4,,10,,10,,
Heroic Intervention,G,M,1435,4.43,189,,610,46.50%,53.30%,87,,138,,225,,385,,
Return of the Wildspeaker,G,M,1556,4.58,214,6.41,564,37.50%,51.80%,91,,135,,226,,338,,
Rites of Flourishing,G,M,2192,6.08,222,9.73,44,3.00%,,3,,14,,17,,27,,
Taunting Challenge,G,M,2099,6.32,234,9.26,179,11.60%,,34,,42,,76,,103,,
Captain Sisay,WG,M,1328,4.14,261,5.09,1027,58.40%,51.80%,164,,273,,437,,590,50.50%,
Eladamri's Call,WG,M,1671,5.1,224,7.25,304,20.50%,,58,,81,,139,,166,,
Fevered Visions,UR,M,1880,5.46,201,7.97,205,14.80%,,33,,64,,97,,108,,
Join the Dance,WG,M,1962,5.38,273,7.3,711,39.60%,52.70%,130,,159,,289,,422,,
"Koma, Cosmos Serpent",UG,M,610,2.45,284,2.58,1976,79.40%,57.10%,373,,597,68.30%,970,64.80%,1014,49.80%,15.0pp
Rhys the Redeemed,WG,M,750,2.51,285,2.61,1866,87.90%,56.00%,357,,460,,817,57.20%,1049,55.10%,2.1pp
Cityscape Leveler,,M,622,2.37,307,2.42,2242,88.90%,57.30%,359,,629,64.40%,988,61.00%,1257,54.70%,6.4pp
Meteorite,,M,2006,5.57,214,8.49,301,20.90%,,40,,84,,124,,176,,
Sundial of the Infinite,,M,2198,6.68,281,10.09,18,1.00%,,2,,4,,6,,12,,
Dark Depths,,M,1743,4.94,191,,115,9.20%,,19,,34,,53,,62,,
Fabled Passage,,M,1154,3.21,306,4.17,2042,96.00%,55.90%,386,,536,56.90%,922,54.80%,1117,56.80%,-2.1pp
Sunbaked Canyon,,M,1651,4.48,277,6.35,1187,64.50%,54.20%,205,,293,,498,,685,55.20%,
Tarnished Citadel,,M,2014,5.99,245,8.91,450,27.30%,,84,,119,,203,,247,,
Treetop Village,,M,1331,3.87,296,4.69,1625,77.60%,56.20%,264,,391,,655,56.50%,963,55.70%,0.8pp
"Valakut, the Molten Pinnacle",,M,1669,4.77,237,6.86,411,24.80%,,74,,112,,186,,225,,
